tag_id,animal_id,animal_taxon,deploy_on_date,deploy_off_date,hunt,prey_p_month,animal_reproductive_condition,animal_sex,hrs_indoors,n_cats,study_site,age_years
NimzyTag,Nimzy,Felis catus,1970-01-01 03:58:00,1970-01-01 03:41:00,False,4.0,Fixed,f,12.0,1,NZ,4.0
SabbathTag,Sabbath,Felis catus,1970-01-01 04:16:00,1970-01-02 14:25:00,True,4.0,Fixed,m,16.0,1,NZ,9.0
BrambleTag,Bramble,Felis catus,1970-01-03 00:28:00,1970-01-01 09:59:00,True,4.0,Fixed,f,16.0,1,NZ,3.0
BellaIIITag,BellaIII,Felis catus,1970-01-01 00:59:00,1970-01-03 05:44:00,True,4.0,Fixed,f,10.0,1,NZ,4.0
LennyTag,Lenny,Felis catus,1970-01-01 02:15:00,1970-01-01 11:35:00,True,4.0,Fixed,m,10.0,1,NZ,1.0
ZuluTag,Zulu,Felis catus,1970-01-01 17:42:00,1970-01-01 19:53:00,True,4.0,Fixed,f,14.0,1,NZ,4.0
LillyTag,Lilly,Felis catus,1970-01-01 18:28:00,1970-01-02 02:59:00,True,4.0,Fixed,f,10.0,1,NZ,3.0
TerabyteTag,Terabyte,Felis catus,1970-01-01 21:56:00,1970-01-01 22:46:00,True,4.0,Fixed,f,12.0,1,NZ,1.0
PiggieSueTag,PiggieSue,Felis catus,1970-01-01 02:50:00,1970-01-03 07:36:00,True,4.0,Fixed,f,6.0,1,NZ,0.8
NekoIITag,NekoII,Felis catus,1970-01-01 02:34:00,1970-01-03 10:27:00,True,4.0,Fixed,f,6.0,1,NZ,4.0
RogueTag,Rogue,Felis catus,1970-01-01 02:51:00,1970-01-02 03:58:00,True,4.0,Fixed,f,8.0,1,NZ,6.0
LorenzoTag,Lorenzo,Felis catus,1970-01-01 07:07:00,1970-01-01 08:39:00,True,4.0,Fixed,m,15.0,1,NZ,2.0
BasilTag,Basil,Felis catus,1970-01-01 14:31:00,1970-01-01 15:21:00,True,4.0,Fixed,m,8.0,1,NZ,9.0
BuzzTag,Buzz,Felis catus,1970-01-01 06:08:00,1970-01-02 21:46:00,True,4.0,Fixed,m,15.0,1,NZ,2.0
CookieTag,Cookie,Felis catus,1970-01-01 01:50:00,1970-01-01 06:09:00,True,4.0,Fixed,f,8.0,1,NZ,3.0
TenzingTag,Tenzing,Felis catus,1970-01-02 04:38:00,1970-01-03 06:28:00,True,4.0,Fixed,f,14.0,1,NZ,3.0
DottiTag,Dotti,Felis catus,1970-01-01 00:55:00,1970-01-02 03:27:00,True,4.0,Fixed,f,18.0,1,NZ,7.0
PoppyIIITag,PoppyIII,Felis catus,1970-01-01 03:12:00,1970-01-02 19:00:00,True,4.0,Fixed,f,2.0,1,NZ,14.0
EwokTag,Ewok,Felis catus,1970-01-01 05:26:00,1970-01-02 13:26:00,True,4.0,Unneutered,m,10.0,1,NZ,2.0
GertieTag,Gertie,Felis catus,1970-01-02 07:47:00,1970-01-01 09:50:00,True,4.0,Fixed,f,15.0,1,NZ,2.0
ElliotTag,Elliot,Felis catus,1970-01-01 20:21:00,1970-01-02 15:13:00,True,4.0,Fixed,m,9.0,1,NZ,2.0
MosesTag,Moses,Felis catus,1970-01-01 19:28:00,1970-01-01 11:41:00,True,4.0,Fixed,m,12.0,1,NZ,2.0
NalaIITag,NalaII,Felis catus,1970-01-02 01:04:00,1970-01-02 05:57:00,True,4.0,Fixed,f,10.0,1,NZ,2.0
BonnieTag,Bonnie,Felis catus,1970-01-03 01:25:00,1970-01-01 23:58:00,False,4.0,Fixed,f,12.0,1,NZ,8.0
SmudgyBumTag,SmudgyBum,Felis catus,1970-01-02 16:48:00,1970-01-02 08:47:00,True,4.0,Fixed,m,2.0,1,NZ,9.0
SativaTag,Sativa,Felis catus,1970-01-02 09:09:00,1970-01-01 01:34:00,True,4.0,Fixed,m,6.0,1,NZ,5.0
SantiTag,Santi,Felis catus,1970-01-01 03:25:00,1970-01-01 22:58:00,True,4.0,Fixed,f,11.0,1,NZ,2.0
PalomaTag,Paloma,Felis catus,1970-01-01 04:21:00,1970-01-01 06:52:00,True,4.0,Fixed,f,16.0,1,NZ,2.0
PepperTag,Pepper,Felis catus,1970-01-01 12:34:00,1970-01-03 03:11:00,False,4.0,Fixed,f,22.0,1,NZ,10.0
MaomaoTag,Maomao,Felis catus,1970-01-01 02:32:00,1970-01-03 00:18:00,False,4.0,Fixed,m,4.0,1,NZ,8.0
NuggetTag,Nugget,Felis catus,1970-01-01 02:06:00,1970-01-02 15:30:00,True,4.0,Fixed,f,18.0,1,NZ,6.0
CatsbyTag,Catsby,Felis catus,1970-01-01 02:26:00,1970-01-01 07:24:00,True,4.0,Fixed,f,12.0,1,NZ,5.0
FelixTag,Felix,Felis catus,1970-01-01 02:27:00,1970-01-03 10:48:00,True,4.0,Fixed,m,8.0,1,NZ,7.0
AstrylTag,Astryl,Felis catus,1970-01-01 02:41:00,1970-01-01 09:47:00,True,4.0,Fixed,f,12.0,1,NZ,12.0
CasperTag,Casper,Felis catus,1970-01-02 07:55:00,1970-01-02 18:45:00,True,4.0,Fixed,m,16.0,1,NZ,4.0
RosieIITag,RosieII,Felis catus,1970-01-02 12:26:00,1970-01-01 06:59:00,True,4.0,Fixed,f,6.0,1,NZ,1.0
DanaTag,Dana,Felis catus,1970-01-01 21:27:00,1970-01-01 03:18:00,True,4.0,Fixed,m,12.0,1,NZ,8.0
WillowTag,Willow,Felis catus,1970-01-01 01:52:00,1970-01-01 05:13:00,False,4.0,Fixed,f,20.0,1,NZ,15.0
TaraTag,Tara,Felis catus,1970-01-01 21:22:00,1970-01-01 03:43:00,True,4.0,Fixed,f,14.0,1,NZ,7.0
TriceraCatTag,TriceraCat,Felis catus,1970-01-01 00:39:00,1970-01-03 09:40:00,True,4.0,Fixed,f,14.0,1,NZ,4.0
StinkeyTag,Stinkey,Felis catus,1970-01-01 02:24:00,1970-01-03 01:15:00,True,4.0,Fixed,m,9.0,1,NZ,0.9
KittysaurusRexTag,KittysaurusRex,Felis catus,1970-01-01 03:18:00,1970-01-03 09:29:00,True,4.0,Fixed,m,8.0,1,NZ,5.0
GinTag,Gin,Felis catus,1970-01-01 02:04:00,1970-01-02 01:49:00,True,4.0,Fixed,f,10.0,1,NZ,5.0
LailaTag,Laila,Felis catus,1970-01-01 02:05:00,1970-01-01 08:32:00,True,4.0,Fixed,f,12.0,1,NZ,7.0
TamariAlmondTag,TamariAlmond,Felis catus,1970-01-01 02:21:00,1970-01-02 23:18:00,False,4.0,Fixed,f,12.0,1,NZ,5.0
ZeusIITag,ZeusII,Felis catus,1970-01-01 02:23:00,1970-01-01 16:27:00,True,4.0,Fixed,m,12.0,1,NZ,1.0
CazadorTag,Cazador,Felis catus,1970-01-01 02:33:00,1970-01-03 04:00:00,False,4.0,Fixed,m,19.0,1,NZ,0.4
AxelTag,Axel,Felis catus,1970-01-01 03:11:00,1970-01-01 10:11:00,False,4.0,Fixed,m,8.0,1,NZ,0.9
PabloTag,Pablo,Felis catus,1970-01-01 20:23:00,1970-01-02 17:28:00,True,4.0,Fixed,m,10.0,1,NZ,3.0
PoppyIVTag,PoppyIV,Felis catus,1970-01-02 16:34:00,1970-01-02 00:46:00,False,4.0,Fixed,f,10.0,1,NZ,2.0
AliceTag,Alice,Felis catus,1970-01-02 21:37:00,1970-01-02 00:24:00,True,4.0,Fixed,f,8.0,1,NZ,5.0
StellaTag,Stella,Felis catus,1970-01-01 16:19:00,1970-01-03 01:09:00,False,4.0,Fixed,f,15.0,1,NZ,11.0
SpiceTag,Spice,Felis catus,1970-01-01 01:57:00,1970-01-01 15:15:00,False,4.0,Fixed,m,10.0,1,NZ,4.0
SelenaTag,Selena,Felis catus,1970-01-01 01:57:00,1970-01-01 16:17:00,True,4.0,Fixed,f,18.0,1,NZ,9.0
WhiskeyTag,Whiskey,Felis catus,1970-01-01 02:28:00,1970-01-03 11:24:00,True,4.0,Fixed,m,16.0,1,NZ,1.0
MissieTag,Missie,Felis catus,1970-01-01 03:45:00,1970-01-01 23:12:00,True,4.0,Fixed,f,10.0,1,NZ,4.0
KatyTag,Katy,Felis catus,1970-01-01 21:02:00,1970-01-02 22:21:00,True,4.0,Fixed,f,7.0,1,NZ,10.0
MinervaTag,Minerva,Felis catus,1970-01-02 07:09:00,1970-01-01 17:34:00,True,4.0,Fixed,f,15.0,1,NZ,6.0
MerlinTag,Merlin,Felis catus,1970-01-01 10:08:00,1970-01-01 04:57:00,False,4.0,Fixed,m,12.0,1,NZ,0.9
CocoTag,Coco,Felis catus,1970-01-01 21:43:00,1970-01-02 10:52:00,False,4.0,Fixed,f,16.0,1,NZ,10.0
SubieTag,Subie,Felis catus,1970-01-01 00:35:00,1970-01-01 06:01:00,True,4.0,Fixed,f,14.0,1,NZ,2.0
SkyIITag,SkyII,Felis catus,1970-01-01 01:53:00,1970-01-01 12:03:00,True,4.0,Fixed,f,17.0,1,NZ,2.0
PollyTag,Polly,Felis catus,1970-01-01 02:34:00,1970-01-03 10:27:00,False,4.0,Fixed,m,10.0,1,NZ,7.0
SandmanTag,Sandman,Felis catus,1970-01-01 20:11:00,1970-01-03 01:54:00,True,4.0,Fixed,m,5.0,1,NZ,3.0
GussTag,Guss,Felis catus,1970-01-02 05:52:00,1970-01-02 15:31:00,True,4.0,Fixed,m,16.0,1,NZ,8.0
VinnieTag,Vinnie,Felis catus,1970-01-01 02:25:00,1970-01-02 15:34:00,True,4.0,Fixed,m,14.0,1,NZ,1.0
ZenoTag,Zeno,Felis catus,1970-01-01 19:33:00,1970-01-01 21:04:00,True,4.0,Fixed,f,10.0,1,NZ,4.0
RockyTag,Rocky,Felis catus,1970-01-01 04:33:00,1970-01-01 22:40:00,False,4.0,Fixed,m,20.0,1,NZ,8.0
LuxTag,Lux,Felis catus,1970-01-01 22:22:00,1970-01-01 01:10:00,True,4.0,Fixed,f,20.0,1,NZ,6.0
BearTag,Bear,Felis catus,1970-01-01 02:28:00,1970-01-03 10:00:00,True,4.0,Fixed,f,4.0,1,NZ,4.0
GusTag,Gus,Felis catus,1970-01-01 06:13:00,1970-01-01 04:23:00,True,4.0,Fixed,m,10.0,1,NZ,3.0
HarveyTag,Harvey,Felis catus,1970-01-01 19:24:00,1970-01-02 19:52:00,False,4.0,Fixed,m,23.0,1,NZ,9.0
WinstonTag,Winston,Felis catus,1970-01-03 07:23:00,1970-01-01 17:02:00,False,4.0,Fixed,m,11.0,1,NZ,13.0
TabsTag,Tabs,Felis catus,1970-01-02 22:49:00,1970-01-01 22:54:00,True,4.0,Fixed,f,18.0,1,NZ,5.0
LemonSqueezyTag,LemonSqueezy,Felis catus,1970-01-02 03:27:00,1970-01-01 07:27:00,False,4.0,Fixed,f,11.0,1,NZ,7.0
MungoTag,Mungo,Felis catus,1970-01-02 17:03:00,1970-01-01 09:48:00,True,4.0,Fixed,m,16.0,1,NZ,7.0
PipiTag,Pipi,Felis catus,1970-01-01 20:18:00,1970-01-01 07:55:00,True,4.0,Fixed,f,17.0,1,NZ,7.0
BuddyTag,Buddy,Felis catus,1970-01-01 02:13:00,1970-01-03 09:56:00,True,4.0,Fixed,m,7.0,1,NZ,7.0
ArchieTag,Archie,Felis catus,1970-01-01 05:25:00,1970-01-01 01:53:00,True,4.0,Fixed,m,12.0,1,NZ,4.0
ThomasIITag,ThomasII,Felis catus,1970-01-01 18:21:00,1970-01-01 03:18:00,True,4.0,Fixed,m,20.0,1,NZ,5.0
AlfieTag,Alfie,Felis catus,1970-01-01 19:40:00,1970-01-01 02:34:00,True,4.0,Fixed,m,16.0,1,NZ,2.0
RubyTag,Ruby,Felis catus,1970-01-01 22:20:00,1970-01-01 07:02:00,True,4.0,Fixed,f,18.0,1,NZ,1.0
LokiTag,Loki,Felis catus,1970-01-01 19:57:00,1970-01-02 18:41:00,True,4.0,Fixed,m,14.0,1,NZ,1.0
MartyTag,Marty,Felis catus,1970-01-01 16:39:00,1970-01-01 07:34:00,True,4.0,Fixed,m,16.0,1,NZ,2.0
SchrodingerTag,Schrodinger,Felis catus,1970-01-03 11:34:00,1970-01-03 07:26:00,True,4.0,Fixed,f,14.0,1,NZ,4.0
TuiTag,Tui,Felis catus,1970-01-01 22:37:00,1970-01-01 22:25:00,True,4.0,Fixed,f,14.0,1,NZ,2.0
Shadow-NinjaTag,Shadow-Ninja,Felis catus,1970-01-01 01:14:00,1970-01-01 16:54:00,False,4.0,Fixed,m,3.0,1,NZ,2.0
DashTag,Dash,Felis catus,1970-01-01 02:06:00,1970-01-02 09:33:00,True,4.0,Fixed,m,7.0,1,NZ,4.0
Cutie-GirlTag,Cutie-Girl,Felis catus,1970-01-01 03:04:00,1970-01-01 10:26:00,True,4.0,Fixed,f,4.0,1,NZ,2.0
KimyTag,Kimy,Felis catus,1970-01-02 10:06:00,1970-01-02 10:02:00,True,4.0,Fixed,f,6.0,1,NZ,7.0
ChessTag,Chess,Felis catus,1970-01-03 05:33:00,1970-01-03 04:00:00,True,4.0,Fixed,f,18.0,1,NZ,9.0
SussTag,Suss,Felis catus,1970-01-02 17:53:00,1970-01-02 05:31:00,True,4.0,Fixed,f,12.0,1,NZ,4.0
SebTag,Seb,Felis catus,1970-01-01 04:58:00,1970-01-03 10:57:00,True,4.0,Fixed,m,12.0,1,NZ,6.0
GinIITag,GinII,Felis catus,1970-01-01 02:18:00,1970-01-03 11:30:00,True,4.0,Fixed,m,12.0,1,NZ,5.0
TillyTag,Tilly,Felis catus,1970-01-01 02:20:00,1970-01-01 20:15:00,True,4.0,Fixed,m,8.0,1,NZ,4.0
BusterTag,Buster,Felis catus,1970-01-01 05:28:00,1970-01-03 11:45:00,True,4.0,Fixed,m,12.0,1,NZ,1.0
DingoTag,Dingo,Felis catus,1970-01-01 23:43:00,1970-01-01 02:41:00,True,4.0,Fixed,m,8.0,1,NZ,4.0
TobyTag,Toby,Felis catus,1970-01-01 23:08:00,1970-01-02 22:08:00,True,4.0,Fixed,m,18.0,1,NZ,6.0
SleekyTag,Sleeky,Felis catus,1970-01-01 02:39:00,1970-01-03 07:46:00,False,4.0,Fixed,m,4.0,1,NZ,11.0
SootyTag,Sooty,Felis catus,1970-01-01 18:56:00,1970-01-01 09:36:00,True,4.0,Fixed,f,10.0,1,NZ,2.0
MarmiteTag,Marmite,Felis catus,1970-01-03 03:24:00,1970-01-03 10:04:00,True,4.0,Fixed,f,14.0,1,NZ,4.0
MilliGalTag,MilliGal,Felis catus,1970-01-01 02:26:00,1970-01-03 09:11:00,True,4.0,Fixed,f,15.0,1,NZ,7.0
Frizzle,Frizzle,Felis catus,1970-01-02 08:04:00,1970-01-03 09:04:00,True,0.0,Fixed,m,20.0,1,AUS,3.0
MonMonTag,MonMon,Felis catus,1970-01-02 08:22:00,1970-01-03 11:55:00,True,3.0,Fixed,f,0.0,1,AUS,4.0
BuddyTag,Buddy,Felis catus,1970-01-03 11:33:00,1970-01-01 01:21:00,True,1.0,Fixed,m,21.0,1,AUS,2.0
TigerTag,Tiger,Felis catus,1970-01-02 08:24:00,1970-01-03 06:13:00,True,1.0,Fixed,m,10.0,1,AUS,5.0
JamieTag,Jamie,Felis catus,1970-01-02 08:31:00,1970-01-03 09:56:00,True,3.0,Fixed,m,10.0,1,AUS,9.0
BruceWillisPussingtonTag,BruceWillisPussington,Felis catus,1970-01-02 07:46:00,1970-01-01 06:25:00,True,1.0,Fixed,m,14.0,1,AUS,7.0
SkittlesTag,Skittles,Felis catus,1970-01-01 02:05:00,1970-01-01 16:01:00,True,11.0,Fixed,m,18.0,1,AUS,2.0
PrincessTag,Princess,Felis catus,1970-01-01 02:59:00,1970-01-01 05:03:00,True,6.0,Fixed,f,8.0,1,AUS,0.0
LoftyTag,Lofty,Felis catus,1970-01-01 17:51:00,1970-01-02 13:44:00,True,21.0,Fixed,m,3.0,1,AUS,13.0
ZazzieTag,Zazzie,Felis catus,1970-01-01 23:59:00,1970-01-02 21:28:00,True,0.0,Fixed,m,5.0,1,AUS,12.0
CrumpetTag,Crumpet,Felis catus,1970-01-02 01:34:00,1970-01-02 20:34:00,True,3.0,Fixed,f,7.0,1,AUS,4.0
TobyTag,Toby,Felis catus,1970-01-01 01:52:00,1970-01-02 04:53:00,True,1.0,Fixed,m,12.0,1,AUS,0.0
IsabelTag,Isabel,Felis catus,1970-01-01 20:45:00,1970-01-02 14:20:00,True,1.0,Fixed,f,10.0,1,AUS,3.0
PennyTag,Penny,Felis catus,1970-01-01 01:57:00,1970-01-02 04:16:00,True,2.0,Fixed,f,10.0,1,AUS,2.0
MistyTag,Misty,Felis catus,1970-01-01 02:34:00,1970-01-02 05:13:00,True,9.0,Fixed,f,1.0,1,AUS,10.0
SookieTag,Sookie,Felis catus,1970-01-01 02:51:00,1970-01-02 04:36:00,True,21.0,Fixed,f,6.0,1,AUS,6.0
PippinTag,Pippin,Felis catus,1970-01-01 02:57:00,1970-01-01 02:00:00,True,7.0,Fixed,m,2.0,1,AUS,5.0
SqueakTag,Squeak,Felis catus,1970-01-02 15:45:00,1970-01-02 11:51:00,True,11.0,Fixed,f,14.0,1,AUS,2.0
AnakinTag,Anakin,Felis catus,1970-01-01 02:04:00,1970-01-02 03:08:00,True,1.0,Fixed,m,10.0,1,AUS,2.0
ErnieTag,Ernie,Felis catus,1970-01-01 05:01:00,1970-01-02 04:10:00,True,0.0,Fixed,m,5.0,1,AUS,11.0
WallyTag,Wally,Felis catus,1970-01-01 05:17:00,1970-01-02 05:56:00,True,0.0,Fixed,m,5.0,2,AUS,2.0
BellaTag,Bella,Felis catus,1970-01-02 10:26:00,1970-01-03 10:51:00,False,0.0,Fixed,f,23.0,1,AUS,14.0
JaxTag,Jax,Felis catus,1970-01-01 02:03:00,1970-01-02 05:34:00,True,6.0,Fixed,m,10.0,1,AUS,2.0
RamsesTag,Ramses,Felis catus,1970-01-01 02:39:00,1970-01-01 08:41:00,True,1.0,Fixed,m,8.0,1,AUS,6.0
TiggaTag,Tigga,Felis catus,1970-01-01 18:26:00,1970-01-02 11:49:00,True,3.0,Fixed,m,3.0,1,AUS,12.0
FantaPantsTag,FantaPants,Felis catus,1970-01-02 08:04:00,1970-01-01 07:04:00,True,2.0,Fixed,m,4.0,1,AUS,5.0
MatildaTag,Matilda,Felis catus,1970-01-03 02:12:00,1970-01-02 03:23:00,True,1.0,Fixed,f,12.0,1,AUS,8.0
TilenTag,Tilen,Felis catus,1970-01-02 19:39:00,1970-01-02 08:07:00,False,0.0,Fixed,f,10.0,1,AUS,1.0
BelTag,Bel,Felis catus,1970-01-02 22:20:00,1970-01-02 05:48:00,True,4.0,Fixed,f,20.0,1,AUS,1.0
Lucy2Tag,Lucy2,Felis catus,1970-01-01 01:55:00,1970-01-02 04:33:00,False,0.0,Fixed,f,8.0,1,AUS,1.0
OllieTag,Ollie,Felis catus,1970-01-01 02:04:00,1970-01-02 03:03:00,True,4.0,Fixed,m,12.0,1,AUS,5.0
CharlieTag,Charlie,Felis catus,1970-01-02 07:29:00,1970-01-03 09:16:00,True,2.0,Fixed,m,16.0,1,AUS,5.0
SissyTag,Sissy,Felis catus,1970-01-02 07:58:00,1970-01-03 11:24:00,True,1.0,Fixed,f,18.0,3,AUS,3.0
LouiseTag,Louise,Felis catus,1970-01-02 08:29:00,1970-01-03 08:58:00,True,3.0,Fixed,f,15.0,2,AUS,4.0
JasperTag,Jasper,Felis catus,1970-01-02 09:46:00,1970-01-03 09:56:00,False,0.0,Fixed,m,12.0,1,AUS,5.0
LightningTag,Lightning,Felis catus,1970-01-03 07:04:00,1970-01-01 23:39:00,False,0.0,Fixed,f,9.0,1,AUS,1.0
MandyTag,Mandy,Felis catus,1970-01-01 00:59:00,1970-01-02 20:02:00,True,6.0,Fixed,f,12.0,2,AUS,1.0
SaffyTag,Saffy,Felis catus,1970-01-02 07:59:00,1970-01-03 07:01:00,True,1.0,Fixed,f,22.0,1,AUS,2.0
ShellyTag,Shelly,Felis catus,1970-01-02 09:54:00,1970-01-02 16:42:00,False,0.0,Fixed,f,1.0,1,AUS,6.0
RubyTag,Ruby,Felis catus,1970-01-02 07:03:00,1970-01-02 02:27:00,True,3.0,Fixed,f,12.0,1,AUS,10.0
ThomasTag,Thomas,Felis catus,1970-01-02 08:22:00,1970-01-02 11:58:00,True,0.0,Fixed,m,4.0,1,AUS,5.0
MystiTag,Mysti,Felis catus,1970-01-03 03:17:00,1970-01-02 02:38:00,True,1.0,Fixed,f,20.0,1,AUS,18.0
MoochieTag,Moochie,Felis catus,1970-01-02 02:00:00,1970-01-02 18:11:00,False,0.0,Fixed,f,10.0,1,AUS,4.0
RaizorTag,Raizor,Felis catus,1970-01-02 06:41:00,1970-01-01 18:43:00,True,5.0,Fixed,f,8.0,2,AUS,2.0
NekoMeiTag,NekoMei,Felis catus,1970-01-02 06:57:00,1970-01-01 06:09:00,False,0.0,Fixed,f,14.0,3,AUS,9.0
MillyTag,Milly,Felis catus,1970-01-02 07:42:00,1970-01-01 10:07:00,True,5.0,Fixed,f,10.0,1,AUS,4.0
SlasherTag,Slasher,Felis catus,1970-01-02 08:41:00,1970-01-01 12:40:00,True,9.0,Fixed,f,8.0,1,AUS,8.0
DetectiveTeddyTag,DetectiveTeddy,Felis catus,1970-01-02 08:56:00,1970-01-03 10:50:00,True,5.0,Fixed,m,5.0,1,AUS,8.0
Misty2Tag,Misty2,Felis catus,1970-01-02 08:58:00,1970-01-02 23:39:00,True,17.0,Fixed,f,15.0,1,AUS,8.0
BigFellaTag,BigFella,Felis catus,1970-01-02 09:30:00,1970-01-01 05:57:00,True,2.0,Fixed,f,12.0,1,AUS,7.0
LadyVelvetTag,LadyVelvet,Felis catus,1970-01-02 09:32:00,1970-01-03 10:50:00,False,0.0,Fixed,f,20.0,2,AUS,8.0
MaxTag,Max,Felis catus,1970-01-02 12:05:00,1970-01-02 00:11:00,True,21.0,Fixed,m,15.0,2,AUS,8.0
MikaTag,Mika,Felis catus,1970-01-01 02:43:00,1970-01-02 04:36:00,True,1.0,Fixed,f,18.0,1,AUS,3.0
AtikTag,Atik,Felis catus,1970-01-02 09:26:00,1970-01-03 09:42:00,True,5.0,Fixed,f,12.0,1,AUS,2.0
KallieTag,Kallie,Felis catus,1970-01-02 09:56:00,1970-01-03 09:44:00,True,5.0,Fixed,f,10.0,1,AUS,1.0
PixieTag,Pixie,Felis catus,1970-01-02 10:28:00,1970-01-03 11:41:00,True,3.0,Fixed,f,10.0,1,AUS,5.0
GenieTag,Genie,Felis catus,1970-01-02 23:26:00,1970-01-02 07:43:00,True,2.0,Fixed,f,14.0,1,AUS,4.0
Milly2Tag,Milly2,Felis catus,1970-01-03 02:34:00,1970-01-02 03:29:00,True,3.0,Fixed,f,15.0,1,AUS,11.0
SkittyTag,Skitty,Felis catus,1970-01-01 02:33:00,1970-01-03 06:26:00,True,6.0,Fixed,m,3.0,1,AUS,5.0
Max2Tag,Max2,Felis catus,1970-01-02 09:56:00,1970-01-02 04:17:00,True,2.0,Fixed,m,3.0,1,AUS,3.0
KittyTag,Kitty,Felis catus,1970-01-02 23:46:00,1970-01-01 23:07:00,True,1.0,Fixed,m,3.0,1,AUS,4.0
DrakeTag,Drake,Felis catus,1970-01-02 15:01:00,1970-01-01 07:00:00,True,1.0,Fixed,f,18.0,1,AUS,10.0
DelilahTag,Delilah,Felis catus,1970-01-02 22:17:00,1970-01-03 07:06:00,True,5.0,Fixed,f,18.0,2,AUS,2.0
KramerTag,Kramer,Felis catus,1970-01-03 04:52:00,1970-01-01 15:28:00,True,4.0,Fixed,m,12.0,1,AUS,12.0
AdeleTag,Adele,Felis catus,1970-01-01 05:06:00,1970-01-03 08:58:00,True,6.0,Fixed,f,24.0,1,AUS,0.9
HenryTag,Henry,Felis catus,1970-01-02 06:34:00,1970-01-03 10:33:00,True,4.0,Fixed,m,15.0,1,AUS,1.0
RioTag,Rio,Felis catus,1970-01-02 07:14:00,1970-01-01 05:09:00,True,0.0,Fixed,f,15.0,1,AUS,4.0
SmokeyTag,Smokey,Felis catus,1970-01-02 07:36:00,1970-01-03 09:38:00,True,1.0,Fixed,f,6.0,2,AUS,3.0
SushiTag,Sushi,Felis catus,1970-01-02 07:56:00,1970-01-01 04:28:00,False,0.0,Fixed,f,20.0,1,AUS,3.0
MidoriTag,Midori,Felis catus,1970-01-02 08:16:00,1970-01-03 11:18:00,True,2.0,Fixed,f,8.0,1,AUS,7.0
Toby2Tag,Toby2,Felis catus,1970-01-02 08:23:00,1970-01-03 09:36:00,False,0.0,Fixed,m,15.0,1,AUS,2.0
TomTag,Tom,Felis catus,1970-01-02 08:34:00,1970-01-03 10:33:00,True,5.0,Fixed,m,6.0,1,AUS,12.0
MingoTag,Mingo,Felis catus,1970-01-02 08:45:00,1970-01-01 03:20:00,True,1.0,Fixed,f,19.0,2,AUS,5.0
SassyTag,Sassy,Felis catus,1970-01-02 09:04:00,1970-01-03 09:10:00,True,1.0,Fixed,f,19.0,2,AUS,6.0
BanditTag,Bandit,Felis catus,1970-01-02 09:44:00,1970-01-03 10:55:00,True,13.0,Fixed,f,4.0,1,AUS,3.0
HunterTag,Hunter,Felis catus,1970-01-03 03:48:00,1970-01-02 12:12:00,True,0.0,Fixed,m,10.0,1,AUS,1.0
DarkieTag,Darkie,Felis catus,1970-01-03 02:03:00,1970-01-01 08:25:00,True,6.0,Fixed,f,8.0,1,AUS,2.0
MangoTag,Mango,Felis catus,1970-01-01 00:22:00,1970-01-01 09:56:00,True,3.0,Fixed,m,14.0,1,AUS,1.0
CasperTag,Casper,Felis catus,1970-01-02 08:34:00,1970-01-03 08:05:00,True,3.0,Fixed,m,4.0,1,AUS,8.0
MiloTag,Milo,Felis catus,1970-01-02 09:41:00,1970-01-03 03:27:00,False,0.0,Fixed,f,14.0,4,AUS,0.58
CharlotteTag,Charlotte,Felis catus,1970-01-02 12:01:00,1970-01-01 10:03:00,True,3.0,Fixed,f,17.0,1,AUS,5.0
WizzerTag,Wizzer,Felis catus,1970-01-02 10:35:00,1970-01-02 17:26:00,True,3.0,Fixed,f,8.0,2,AUS,12.0
MickeyTag,Mickey,Felis catus,1970-01-02 16:22:00,1970-01-01 22:37:00,True,6.0,Fixed,m,8.0,2,AUS,4.0
JohnnyTag,Johnny,Felis catus,1970-01-01 07:49:00,1970-01-02 05:23:00,True,11.0,Fixed,m,4.0,3,AUS,2.0
MapleSyrupTag,MapleSyrup,Felis catus,1970-01-02 08:51:00,1970-01-01 08:30:00,False,0.0,Fixed,f,21.0,3,AUS,10.0
MugginsTag,Muggins,Felis catus,1970-01-02 08:23:00,1970-01-03 11:38:00,True,1.0,Fixed,m,2.0,1,AUS,0.0
CaspianTag,Caspian,Felis catus,1970-01-01 03:41:00,1970-01-01 07:27:00,True,11.0,Fixed,m,15.0,2,AUS,10.0
LiefTag,Lief,Felis catus,1970-01-03 03:37:00,1970-01-03 09:40:00,True,11.0,Fixed,m,24.0,1,AUS,3.0
RufusTag,Rufus,Felis catus,1970-01-01 01:34:00,1970-01-01 21:27:00,True,21.0,Fixed,m,18.0,4,AUS,6.0
UnoTag,Uno,Felis catus,1970-01-02 08:04:00,1970-01-01 08:11:00,True,1.0,Fixed,m,3.0,1,AUS,13.0
NellieTag,Nellie,Felis catus,1970-01-02 08:35:00,1970-01-03 10:59:00,True,2.0,Fixed,f,10.0,1,AUS,4.0
BobTag,Bob,Felis catus,1970-01-02 09:27:00,1970-01-02 18:58:00,True,4.0,Fixed,m,9.0,1,AUS,7.0
FergieTag,Fergie,Felis catus,1970-01-02 11:45:00,1970-01-01 21:16:00,False,0.0,Fixed,f,24.0,2,AUS,1.0
MarblesTag,Marbles,Felis catus,1970-01-03 03:52:00,1970-01-02 02:05:00,True,0.0,Fixed,m,20.0,2,AUS,7.0
